No,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분, 카메라대수 ,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도 ,경도,데이터기준일자,지번주소,도로명주소
119,서울특별시동작구청,서울특별시 동작구 동작대로25길 48(사당2동 708-490),,생활방범,3,,,,,02-820-2906,37.485208,126.979901,2020-03-24,서울특별시 동작구 사당동 708-1164,서울특별시 동작구 동작대로25길 50
120,서울특별시동작구청,서울특별시 동작구 남부순환로267나길 14(사당1동 419-148),,생활방범,1,,,,,02-820-2906,37.47837,126.977286,2020-03-24,서울특별시 동작구 사당동 419-148,서울특별시 동작구 남부순환로267나길 14
121,서울특별시동작구청,서울특별시 동작구 사당로16자길 27(사당동 300-59),,생활방범,3,,,,,02-820-2906,37.4799,126.97026,2020-03-24,서울특별시 동작구 사당동 300-59,서울특별시 동작구 사당로16자길 27
122,서울특별시동작구청,서울특별시 동작구 상도로60가길 13(상도1동 126-51),,생활방범,1,,,,,02-820-2906,37.493465,126.954259,2020-03-24,서울특별시 동작구 상도동 121-101,서울특별시 동작구 상도로60가길 16
123,서울특별시동작구청,서울특별시 동작구 양녕로25마길 20(상도4동 210-166),,생활방범,5,,,,,02-820-2906,37.498074,126.941218,2020-03-24,서울특별시 동작구 상도동 210-94,서울특별시 동작구 양녕로25마길 21
124,서울특별시동작구청,서울특별시 동작구 서울특별시 동작구 신대방길 19(신대방1동 691-36),,생활방범,4,,,,,02-820-2906,37.487844,126.91161,2020-03-24,서울특별시 동작구 신대방동 701-1,서울특별시 동작구 신대방길 19
125,서울특별시동작구청,서울특별시 동작구 노량진로6라길 1(노량진2동 294-35),,생활방범,1,,,,,02-820-2906,37.508871,126.936006,2020-03-24,서울특별시 동작구 노량진동 296-7,서울특별시 동작구 노량진로6다길 39
126,서울특별시동작구청,서울특별시 동작구 노량진로32길 53 동작실버타운 뒤 용봉정근린공원 입구,,생활방범,4,,,,,02-820-2906,37.511584,126.957506,2020-03-24,서울특별시 동작구 본동 8-95,서울특별시 동작구 노량진로32길 53
127,서울특별시동작구청,서울특별시 동작구 장승배기로19길 12(노량진2동 306-5),,생활방범,5,,,,,02-820-2906,37.508094,126.939253,2020-03-24,서울특별시 동작구 노량진동 312-6,서울특별시 동작구 장승배기로19길 15
128,서울특별시동작구청,서울특별시 동작구 상도로38길 12(상도1동 728),,생활방범,4,,,,,02-820-2906,37.502087,126.94754,2020-03-24,서울특별시 동작구 상도1동 751-1,서울특별시 동작구 상도로38길 12
129,서울특별시동작구청,서울특별시 동작구 장승배기로9나길 32-1(상도2동 200-83),,생활방범,3,,,,,02-820-2906,37.501368,126.938624,2020-03-24,서울특별시 동작구 상도동 200-83,서울특별시 동작구 장승배기로9나길 34
130,서울특별시동작구청,서울특별시 동작구 국사봉8길 70(상도3동 302-2),,생활방범,4,,,,,02-820-2906,37.493876,126.931079,2020-03-24,서울특별시 동작구 상도동 302-15,서울특별시 동작구 국사봉8길 70
131,서울특별시동작구청,서울특별시 동작구 양녕로20길 65(상도4동 214-228),,생활방범,4,,,,,02-820-2906,37.495272,126.94413,2020-03-24,서울특별시 동작구 상도동 214-1,서울특별시 동작구 양녕로20길 65
132,서울특별시동작구청,서울특별시 동작구 흑석로9길 24(흑석동 194-58),,생활방범,4,,,,,02-820-2906,37.507815,126.958876,2020-03-24,서울특별시 동작구 흑석동 194-6,서울특별시 동작구 흑석로9길 23
133,서울특별시동작구청,서울특별시 동작구 남부순환로257가길 1(사당1동 446-5),,생활방범,3,,,,,02-820-2906,37.477385,126.972679,2020-03-24,서울특별시 동작구 사당동 446-169,서울특별시 동작구 남부순환로255나길 22
134,서울특별시동작구청,서울특별시 동작구 동작대로43길 1(사당2동 102-31),,생활방범,4,,,,,02-820-2906,37.496431,126.982458,2020-03-24,서울특별시 동작구 동작동 102-17,서울특별시 동작구 동작대로43길 1
135,서울특별시동작구청,서울특별시 동작구 사당로9라길 25(사당3동 220-67),,생활방범,4,,,,,02-820-2906,37.487183,126.970132,2020-03-24,서울특별시 동작구 사당동 220-67,서울특별시 동작구 사당로9라길 25
136,서울특별시동작구청,서울특별시 동작구 사당로16사길 59(사당4동 300-32),,생활방범,3,,,,,02-820-2906,37.479738,126.96939,2020-03-24,서울특별시 동작구 사당동 300-9,서울특별시 동작구 사당로16사길 59
137,서울특별시동작구청,서울특별시 동작구 사당로2차길 2(사당5동 202-28),,생활방범,4,,,,,02-820-2906,37.487723,126.964627,2020-03-24,서울특별시 동작구 사당동 산 32-92,서울특별시 동작구 사당로2차길 2
138,서울특별시동작구청,서울특별시 동작구 상도로 43-1(대방동 396-1),,생활방범,4,,,,,02-820-2906,37.500313,126.925295,2020-03-24,서울특별시 동작구 대방동 466-10,서울특별시 동작구 대방동1길 22
139,서울특별시동작구청,서울특별시 동작구 신대방4길 17(신대방1동 618-33),,생활방범,3,,,,,02-820-2906,37.488631,126.911938,2020-03-24,서울특별시 동작구 신대방동 618-105,서울특별시 동작구 신대방4길 16
140,서울특별시동작구청,서울특별시 동작구 여의대방로22마길 37(신대방2동 364-170),,생활방범,5,,,,,02-820-2906,37.496716,126.922388,2020-03-24,서울특별시 동작구 신대방동 364-170,서울특별시 동작구 여의대방로22나길 43-12
141,서울특별시동작구청,서울특별시 동작구 만양로 12길 57(노량진1동 205-193),,생활방범,3,,,,,02-820-2906,37.510583,126.948289,2020-03-24,서울특별시 동작구 노량진동 323-3,서울특별시 동작구 만양로12가길 69
142,서울특별시동작구청,서울특별시 동작구 노량진로6다길 50(노량진2동 294-5),,생활방범,3,,,,,02-820-2906,37.508437,126.935886,2020-03-24,서울특별시 동작구 노량진동 295-8,서울특별시 동작구 노량진로6다길 53
143,서울특별시동작구청,서울특별시 동작구 상도로47가길 34(상도1동 425-1),,생활방범,3,,,,,02-820-2906,37.501223,126.950681,2020-03-24,서울특별시 동작구 상도1동 407-5,서울특별시 동작구 상도로47가길 32
144,서울특별시동작구청,서울특별시 동작구 상도로15바길 22(상도2동 361-46),,생활방범,3,,,,,02-820-2906,37.504868,126.934725,2020-03-24,서울특별시 동작구 상도동 451,서울특별시 동작구 상도로15바길 22
145,서울특별시동작구청,서울특별시 동작구 성대로6길 32(상도3동 313-36),,생활방범,4,,,,,02-820-2906,37.498655,126.931451,2020-03-24,서울특별시 동작구 상도동 320-20,서울특별시 동작구 성대로6길 32
146,서울특별시동작구청,서울특별시 동작구 성대로11길 69(상도4동 247-2),,생활방범,4,,,,,02-820-2906,37.500302,126.93354,2020-03-24,서울특별시 동작구 상도동 247-2,서울특별시 동작구 성대로11길 69
147,서울특별시동작구청,서울특별시 동작구 서달로12길 86(흑석동 62-11),,생활방범,3,,,,,02-820-2906,37.504363,126.96422,2020-03-24,서울특별시 동작구 흑석동 62-11,서울특별시 동작구 서달로12길 86
148,서울특별시동작구청,서울특별시 동작구 남부순환로263길 18(사당1동 419-81),,생활방범,3,,,,,02-820-2906,37.477737,126.975788,2020-03-24,서울특별시 동작구 사당동 419-81,서울특별시 동작구 남부순환로263길 18
149,서울특별시동작구청,서울특별시 동작구 동작대로33가길 27(사당2동 72-12),,생활방범,4,,,,,02-820-2906,37.490807,126.981918,2020-03-24,서울특별시 동작구 사당동 72-30,서울특별시 동작구 동작대로35길 5
150,서울특별시동작구청,서울특별시 동작구 사당로23아길 24(사당3동 180-26),,생활방범,3,,,,,02-820-2906,37.491504,126.969647,2020-03-24,서울특별시 동작구 사당동 180-44,서울특별시 동작구 사당로23아길 24
151,서울특별시동작구청,서울특별시 동작구 남부순환로255바길 8(사당4동 303-5),,생활방범,3,,,,,02-820-2906,37.478304,126.971561,2020-03-24,서울특별시 동작구 사당동 303-65,서울특별시 동작구 남부순환로255마길 29
152,서울특별시동작구청,서울특별시 동작구 솔밭로 102-1(사당5동 224-27),,생활방범,5,,,,,02-820-2906,37.485368,126.968174,2020-03-24,서울특별시 동작구 사당동 226-5,서울특별시 동작구 솔밭로 102-1
153,서울특별시동작구청,서울특별시 동작구 대방동 15길 26(대방동 388-19),,생활방범,4,,,,,02-820-2906,37.502806,126.922712,2020-03-24,서울특별시 동작구 대방동 390-6,서울특별시 동작구 대방동15길 29
154,서울특별시동작구청,서울특별시 동작구 신대방2나길 17(신대방1동 625-3),,생활방범,3,,,,,02-820-2906,37.489546,126.912827,2020-03-24,서울특별시 동작구 신대방동 632-35,서울특별시 동작구 신대방2나길 22
155,서울특별시동작구청,서울특별시 동작구 여의대방로22아길 72(신대방2동 366-259) ,,생활방범,3,,,,,02-820-2906,37.495693,126.924633,2020-03-24,서울특별시 동작구 신대방동 366-71,서울특별시 동작구 여의대방로22아길 71
156,서울특별시동작구청,서울특별시 동작구 현충로14길 26(흑석동 283-2) 이동식카메라,,생활방범,1,,,,,02-820-2906,37.505206,126.969323,2020-03-24,서울특별시 동작구 흑석동 283-4,서울특별시 동작구 현충로14길 26
157,서울특별시동작구청,서울특별시 동작구 만양로10길 6 (노량진1동 215-156) 해남고시원앞,,생활방범,3,,,,,02-820-2906,37.509006,126.946658,2020-03-24,서울특별시 동작구 노량진동 215-152,서울특별시 동작구 만양로 56
158,서울특별시동작구청,서울특별시 동작구 만양로14길 60 (노량진1동202-1)세종빌딩 ,,생활방범,3,,,,,02-820-2906,37.512502,126.947435,2020-03-24,서울특별시 동작구 노량진동 202-1,서울특별시 동작구 만양로14길 60
159,서울특별시동작구청,서울특별시 동작구 노량진로 28길 39 (노량진1동 47-41) 제일슈퍼 앞,,생활방범,3,,,,,02-820-2906,37.511304,126.955926,2020-03-24,서울특별시 동작구 본동 51-11,서울특별시 동작구 노량진로28길 40
160,서울특별시동작구청,서울특별시 동작구 만양로 16길 9 (노량진1동 119-165),,생활방범,3,,,,,02-820-2906,37.511681,126.944576,2020-03-24,서울특별시 동작구 노량진동 119-163,서울특별시 동작구 만양로 92
161,서울특별시동작구청,서울특별시 동작구 장승배기로 143 장미빌라 (노량진1동 232-5 노량진성당맞은편),,생활방범,3,,,,,02-820-2906,37.510838,126.942435,2020-03-24,서울특별시 동작구 노량진동 232-5,서울특별시 동작구 장승배기로24길 58
162,서울특별시동작구청,서울특별시 동작구 만양로 12길 13 (노량진1동222-11) ,,생활방범,3,,,,,02-820-2906,37.510234,126.946324,2020-03-24,서울특별시 동작구 노량진동 323-1,서울특별시 동작구 만양로8길 50
163,서울특별시동작구청,서울특별시 동작구 매봉로 79 극락정사 사거리(한전주),,생활방범,1,,,,,02-820-2906,37.508077,126.951433,2020-03-24,서울특별시 동작구 본동 산 11-2,서울특별시 동작구 매봉로 72
164,서울특별시동작구청,서울특별시 동작구 노량진로 26길47 (노량진1동51-2) 동양중학교 후문 골목,,생활방범,3,,,,,02-820-2906,37.510286,126.955277,2020-03-24,서울특별시 동작구 본동 50-70,서울특별시 동작구 노량진로26길 54
165,서울특별시동작구청,서울특별시 동작구 노량진로 10가길 28 (노량진2동279-6),,생활방범,3,,,,,02-820-2906,37.511645,126.936041,2020-03-24,서울특별시 동작구 노량진동 284-1,서울특별시 동작구 노량진로10가길 32
166,서울특별시동작구청,서울특별시 동작구 장승배기로 19라길 34 (노량진2동294-459),,생활방범,3,,,,,02-820-2906,37.507002,126.936137,2020-03-24,서울특별시 동작구 상도동 362-48,서울특별시 동작구 등용로2가길 20
167,서울특별시동작구청,서울특별시 동작구 노량진로 12길44 (노량진2동 255-11 한전주),,생활방범,1,,,,,02-820-2906,37.511515,126.937663,2020-03-24,서울특별시 동작구 노량진동 255-17,서울특별시 동작구 노량진로10길 43
168,서울특별시동작구청,서울특별시 동작구 노량진로 8나길 55 (노량진2동 291-16),,생활방범,3,,,,,02-820-2906,37.510085,126.937128,2020-03-24,서울특별시 동작구 노량진동 291-17,서울특별시 동작구 노량진로8나길 57
169,서울특별시동작구청,서울특별시 동작구 장승배기로 27길 80 (노량진2동 300-6),,생활방범,3,,,,,02-820-2906,37.509453,126.938573,2020-03-24,서울특별시 동작구 노량진동 304-37,서울특별시 동작구 장승배기로27라길 3
170,서울특별시동작구청,서울특별시 동작구 등용로14길81 (노량진2동 266-14 정애정미용실앞),,생활방범,4,,,,,02-820-2906,37.512797,126.936003,2020-03-24,서울특별시 동작구 노량진동 261-16,서울특별시 동작구 등용로14길 84
171,서울특별시동작구청,서울특별시 동작구 노량진로 6길79 (노량진2동289-42),,생활방범,3,,,,,02-820-2906,37.509686,126.936748,2020-03-24,서울특별시 동작구 노량진동 292-6,서울특별시 동작구 노량진로6길 78
172,서울특별시동작구청,서울특별시 동작구 상도로15길 111-7(상도동 360-4),,생활방범,3,,,,,02-820-2906,37.505059,126.936838,2020-03-24,서울특별시 동작구 상도동 363-251,서울특별시 동작구 상도로15길 111-9
173,서울특별시동작구청,서울특별시 동작구 상도로31길 49(상도2동 22-153),,생활방범,3,,,,,02-820-2906,37.506745,126.945935,2020-03-24,서울특별시 동작구 상도동 22-6,서울특별시 동작구 상도로31길 49
174,서울특별시동작구청,서울특별시 동작구 상도로 22길 25(상도2동 196-90) (한전주),,생활방범,1,,,,,02-820-2906,37.502136,126.93706,2020-03-24,서울특별시 동작구 상도동 196-1,서울특별시 동작구 상도로22길 27
175,서울특별시동작구청,서울특별시 동작구 장승배기로 9나길1 (상도2동 200-1 교육청맞은편),,생활방범,3,,,,,02-820-2906,37.502527,126.939514,2020-03-24,서울특별시 동작구 상도동 200-39,서울특별시 동작구 장승배기로9나길 2
176,서울특별시동작구청,서울특별시 동작구 상도로 30길73 (상도2동 28-24 낙원경로당),,생활방범,3,,,,,02-820-2906,37.503809,126.94488,2020-03-24,서울특별시 동작구 상도동 156-19,서울특별시 동작구 상도로30길 78
177,서울특별시동작구청,서울특별시 동작구 장승배기로10길 28(상도2동 178-3),,생활방범,3,,,,,02-820-2906,37.504774,126.940745,2020-03-24,서울특별시 동작구 상도동 178-8,서울특별시 동작구 장승배기로10길 28
178,서울특별시동작구청,서울특별시 동작구 만양로 7 (상도2동 22-107 진양연립 길건너),,생활방범,3,,,,,02-820-2906,37.50554,126.946776,2020-03-24,서울특별시 동작구 상도동 17-1,서울특별시 동작구 만양로 9
179,서울특별시동작구청,서울특별시 동작구 성대로 6마길 10 (상도3동 279-170 신동아빌라),,생활방범,3,,,,,02-820-2906,37.495338,126.935133,2020-03-24,서울특별시 동작구 상도동 279-170,서울특별시 동작구 성대로6마길 10
180,서울특별시동작구청,서울특별시 동작구 상도로 11길23 (상도3동 335-110)(한전주),,생활방범,1,,,,,02-820-2906,37.501938,126.929044,2020-03-24,서울특별시 동작구 상도동 335-111,서울특별시 동작구 상도로11길 26
181,서울특별시동작구청,서울특별시 동작구 상도로13나길 33(상도3동 335-202),,생활방범,3,,,,,02-820-2906,37.502663,126.929259,2020-03-24,서울특별시 동작구 상도동 335-11,서울특별시 동작구 상도로13나길 30
182,서울특별시동작구청,서울특별시 동작구 상도로 13다길 1 (상도3동 335-98),,생활방범,3,,,,,02-820-2906,37.500765,126.930296,2020-03-24,서울특별시 동작구 상도동 335-141,서울특별시 동작구 상도로13길 7
183,서울특별시동작구청,서울특별시 동작구 상도로15사길 30 (상도3동 356-67),,생활방범,3,,,,,02-820-2906,37.503008,126.932949,2020-03-24,서울특별시 동작구 상도동 356-13,서울특별시 동작구 상도로15사길 30
184,서울특별시동작구청,서울특별시 동작구 국사봉1길 178 (상도3동 283-48),,생활방범,3,,,,,02-820-2906,37.494809,126.934709,2020-03-24,서울특별시 동작구 상도동 282-29,서울특별시 동작구 국사봉1길 178
185,서울특별시동작구청,서울특별시 동작구 성대로 6가길 24 (상도3동256-69),,생활방범,3,,,,,02-820-2906,37.49783,126.932901,2020-03-24,서울특별시 동작구 상도동 256-215,서울특별시 동작구 성대로6가길 24
186,서울특별시동작구청,서울특별시 동작구 성대로 21길 54 (상도4동 244-131 상도초등학교 정문위),,생활방범,3,,,,,02-820-2906,37.500347,126.936413,2020-03-24,서울특별시 동작구 상도동 244-131,서울특별시 동작구 성대로21길 51
187,서울특별시동작구청,서울특별시 동작구 양녕로 22다길 27 (상도4동 214-56),,생활방범,3,,,,,02-820-2906,37.496815,126.945867,2020-03-24,서울특별시 동작구 상도동 214-1,서울특별시 동작구 양녕로22다길 27
188,서울특별시동작구청,서울특별시 동작구 성대로 14길 81 (상도4동 279-408),,생활방범,3,,,,,02-820-2906,37.494863,126.938693,2020-03-24,서울특별시 동작구 상도동 279-408,서울특별시 동작구 성대로14길 81
189,서울특별시동작구청,서울특별시 동작구 성대로 165 (상도4동 235-34 충남정육점옆),,생활방범,3,,,,,02-820-2906,37.498689,126.939487,2020-03-24,서울특별시 동작구 상도동 산 65-176,서울특별시 동작구 성대로 166
190,서울특별시동작구청,서울특별시 동작구 성대로1가길 24(상도4동 242-5),,생활방범,3,,,,,02-820-2906,37.501525,126.935744,2020-03-24,서울특별시 동작구 상도동 242-5,서울특별시 동작구 성대로1가길 24
191,서울특별시동작구청,서울특별시 동작구 성대로 10길 3 (상도4동 261-20 안일약국 주변),,생활방범,3,,,,,02-820-2906,37.4975,126.934634,2020-03-24,서울특별시 동작구 상도동 261-11,서울특별시 동작구 성대로10길 5
192,서울특별시동작구청,서울특별시 동작구 성대로 16길 39 (상도4동 279-334 현대훼미리),,생활방범,3,,,,,02-820-2906,37.496808,126.937804,2020-03-24,서울특별시 동작구 상도동 279-20,서울특별시 동작구 성대로16길 38
193,서울특별시동작구청,서울특별시 동작구 양녕로 25길 51 (상도4동 210-285),,생활방범,3,,,,,02-820-2906,37.49706,126.941474,2020-03-24,서울특별시 동작구 상도동 210-94,서울특별시 동작구 양녕로25길 51
194,서울특별시동작구청,서울특별시 동작구 등용로 10가길 7(대방동 44-104) (한전주),,생활방범,1,,,,,02-820-2906,37.509772,126.933194,2020-03-24,서울특별시 동작구 대방동 44-3,서울특별시 동작구 등용로10가길 4
195,서울특별시동작구청,서울특별시 동작구 등용로 10길 44 (대방동 44-250 영진교회 앞),,생활방범,3,,,,,02-820-2906,37.510421,126.934101,2020-03-24,서울특별시 동작구 대방동 44-250,서울특별시 동작구 등용로10길 44
196,서울특별시동작구청,서울특별시 동작구 여의대방로 24다길 57 (대방동 410-10 코롱아파트 옆),,생활방범,3,,,,,02-820-2906,37.49879,126.924367,2020-03-24,서울특별시 동작구 대방동 409-2,서울특별시 동작구 여의대방로24마길 4-1
197,서울특별시동작구청,서울특별시 동작구 상도로 11길 9-1(대방동 335-29 동작 노인복지관 옆),,생활방범,3,,,,,02-820-2906,37.500651,126.929372,2020-03-24,서울특별시 동작구 대방동 335-40,서울특별시 동작구 상도로11길 9
198,서울특별시동작구청,서울특별시 동작구 대방동 23길 45 (대방동 388-17),,생활방범,3,,,,,02-820-2906,37.50409,126.92266,2020-03-24,서울특별시 동작구 대방동 466-43,서울특별시 동작구 여의대방로36길 5
199,서울특별시동작구청,서울특별시 동작구 대방동 23길 21(대방동 380-1) ,,생활방범,3,,,,,02-820-2906,37.503972,126.924172,2020-03-24,서울특별시 동작구 대방동 466-10,서울특별시 동작구 대방동23길 21
200,서울특별시동작구청,서울특별시 동작구 여의대방로24나길 2(대방동 414-5),,생활방범,3,,,,,02-820-2906,37.498445,126.920952,2020-03-24,서울특별시 동작구 대방동 414-5,서울특별시 동작구 여의대방로24나길 2
201,서울특별시동작구청,서울특별시 동작구 여의대방로 22 우성아파트사이약수터길(한전주) ,,생활방범,1,,,,,02-820-2906,37.492078,126.913195,2020-03-24,서울특별시 동작구 신대방동 722,서울특별시 동작구 여의대방로 22
202,서울특별시동작구청,서울특별시 동작구 신대방14가길 23 (신대방1동 631-4 대천교회 앞)(한전주),,생활방범,1,,,,,02-820-2906,37.489967,126.912259,2020-03-24,서울특별시 동작구 신대방동 632-22,서울특별시 동작구 신대방14가길 26
203,서울특별시동작구청,서울특별시 동작구 신대방1길 32 (신대방1동694-20앞 삼거리),,생활방범,3,,,,,02-820-2906,37.48652,126.909988,2020-03-24,서울특별시 동작구 신대방동 702-8,서울특별시 동작구 신대방1길 32
204,서울특별시동작구청,서울특별시 동작구 여의대방로 10길 73 (신대방1동 470-13),,생활방범,3,,,,,02-820-2906,37.493399,126.9149,2020-03-24,서울특별시 동작구 신대방동 470-13,서울특별시 동작구 여의대방로10가길 1
205,서울특별시동작구청,서울특별시 동작구 대림로 43 동작쌍떼빌아파트 놀이터,,생활방범,3,,,,,02-820-2906,37.487625,126.908275,2020-03-24,서울특별시 동작구 신대방동 700-2,서울특별시 동작구 대림로 43
206,서울특별시동작구청,서울특별시 동작구 신대방3길 38 (신대방1동 689-57 댕기머리미용실),,생활방범,3,,,,,02-820-2906,37.487627,126.909689,2020-03-24,서울특별시 동작구 신대방동 690-18,서울특별시 동작구 신대방3길 37
207,서울특별시동작구청,서울특별시 동작구 신대방6길 25 (신대방1동 616-54 아이비영재어린이집 앞),,생활방범,3,,,,,02-820-2906,37.488902,126.911369,2020-03-24,서울특별시 동작구 신대방동 618-4,서울특별시 동작구 신대방6길 24
208,서울특별시동작구청,서울특별시 동작구 여의대방로16길 12-7 (신대방2동 498-44 주택가)(한전주),,생활방범,1,,,,,02-820-2906,37.496297,126.916212,2020-03-24,서울특별시 동작구 신대방동 498-21,서울특별시 동작구 여의대방로16길 12-7
209,서울특별시동작구청,서울특별시 동작구 여의대방로 22카길 12 (신대방2동 358-6 은혜교회 뒤),,생활방범,3,,,,,02-820-2906,37.497724,126.925845,2020-03-24,서울특별시 동작구 신대방동 360-106,서울특별시 동작구 여의대방로22카길 12
210,서울특별시동작구청,"서울특별시 동작구 서울특별시 동작구 보라매로9길 38-1 (신대방2동 366-57,58 한전주)",,생활방범,1,,,,,02-820-2906,37.495038,126.925117,2020-03-24,서울특별시 동작구 신대방동 366-56,서울특별시 동작구 보라매로9길 40
211,서울특별시동작구청,서울특별시 동작구 서울특별시 동작구 보라매로7가길 6 (신대방2동 344-137 월드카센타) (전신주),,생활방범,1,,,,,02-820-2906,37.493847,126.926309,2020-03-24,서울특별시 동작구 신대방동 344-137,서울특별시 동작구 보라매로7가길 6-1
212,서울특별시동작구청,서울특별시 동작구 국사봉2가길 15 (신대방2동 339-4 대성빌라옆) (한전주),,생활방범,1,,,,,02-820-2906,37.497508,126.929073,2020-03-24,서울특별시 동작구 신대방동 339-4,서울특별시 동작구 국사봉2가길 14
213,서울특별시동작구청,서울특별시 동작구 보라매로17길 23 (신대방2동 360-146),,생활방범,3,,,,,02-820-2906,37.497321,126.926859,2020-03-24,서울특별시 동작구 신대방동 360-138,서울특별시 동작구 보라매로15길 16
214,서울특별시동작구청,서울특별시 동작구 사당로2가길 10-3 (상도1동 410 현대아파트 201동),,생활방범,3,,,,,02-820-2906,37.493351,126.961114,2020-03-24,서울특별시 동작구 상도동 407-4,서울특별시 동작구 사당로2가길 10-5
215,서울특별시동작구청,서울특별시 동작구 상도로55길 16 (상도1동 484),,생활방범,3,,,,,02-820-2906,37.497876,126.955321,2020-03-24,서울특별시 동작구 상도동 484-1,서울특별시 동작구 상도로 369
216,서울특별시동작구청,서울특별시 동작구 상도로47가길9 (상도1동 359-1 새마을금고 부근)(한전주),,생활방범,1,,,,,02-820-2906,37.50031,126.951381,2020-03-24,서울특별시 동작구 상도1동 358-1,서울특별시 동작구 상도로47가길 5
217,서울특별시동작구청,서울특별시 동작구 상도로52길 4(상도동 469-5),,생활방범,3,,,,,02-820-2906,37.498092,126.951464,2020-03-24,서울특별시 동작구 상도동 517-4,서울특별시 동작구 상도로52길 4
218,서울특별시동작구청,서울특별시 동작구 현충로12길 106(흑석동 295),,생활방범,3,,,,,02-820-2906,37.503997,126.9682,2020-03-24,서울특별시 동작구 흑석동 295,서울특별시 동작구 현충로12길 106
219,서울특별시동작구청,서울특별시 동작구 서달로4길 33(흑석동 79-132),,생활방범,3,,,,,02-820-2906,37.496179,126.938547,2020-03-24,서울특별시 동작구 상도동 279-458,서울특별시 동작구 양녕로23길 82
220,서울특별시동작구청,서울특별시 동작구 흑석로6길 29 (흑석동 207-74) (한전주),,생활방범,1,,,,,02-820-2906,37.505459,126.956084,2020-03-24,서울특별시 동작구 흑석동 207-74,서울특별시 동작구 흑석로6길 29
221,서울특별시동작구청,서울특별시 동작구 서달로10나길 19 (흑석동 84-134 제일교회),,생활방범,1,,,,,02-820-2906,37.503404,126.962272,2020-03-24,서울특별시 동작구 흑석동 84-134,서울특별시 동작구 서달로10나길 19
222,서울특별시동작구청,서울특별시 동작구 동작대로3길 46 (사당1동 1034-46),,생활방범,3,,,,,02-820-2906,37.478834,126.979016,2020-03-24,서울특별시 동작구 사당동 1103,서울특별시 동작구 동작대로3길 45
223,서울특별시동작구청,서울특별시 동작구 동작대로15길 96 (사당1동 321-21),,생활방범,3,,,,,02-820-2906,37.482682,126.976209,2020-03-24,서울특별시 동작구 사당동 321-21,서울특별시 동작구 동작대로15길 96
224,서울특별시동작구청,서울특별시 동작구 남부순환로255나길 9(사당1동 449-18),,생활방범,3,,,,,02-820-2906,37.47706,126.97157,2020-03-24,서울특별시 동작구 사당동 449-28,서울특별시 동작구 남부순환로255나길 8
225,서울특별시동작구청,서울특별시 동작구 남부순환로271길 35 (사당1동 1032-50 완도수산)(한전주),,생활방범,1,,,,,02-820-2906,37.478328,126.98003,2020-03-24,서울특별시 동작구 사당동 1104,서울특별시 동작구 동작대로3길 25
226,서울특별시동작구청,서울특별시 동작구 동작대로41길22 (사당2동102-69),,생활방범,3,,,,,02-820-2906,37.496509,126.980595,2020-03-24,서울특별시 동작구 동작동 102-69,서울특별시 동작구 동작대로41길 21
227,서울특별시동작구청,서울특별시 동작구 동작대로25길 16,,생활방범,3,,,,,02-820-2906,37.486286,126.981138,2020-03-24,서울특별시 동작구 사당동 735-1,서울특별시 동작구 동작대로25길 13
228,서울특별시동작구청,서울특별시 동작구 동작대로31길 32(사당동 91-41),,생활방범,5,,,,,02-820-2906,37.489088,126.98055,2020-03-24,서울특별시 동작구 사당동 91-11,서울특별시 동작구 동작대로31길 35
229,서울특별시동작구청,서울특별시 동작구 동작대로 33마길 39(사당2동 64-61)((한전주),,생활방범,1,,,,,02-820-2906,37.491017,126.977737,2020-03-24,서울특별시 동작구 사당동 64-61,서울특별시 동작구 동작대로33마길 39
230,서울특별시동작구청,서울특별시 동작구 사당로29다길 54(사당동 141-251),,생활방범,2,,,,,02-820-2906,37.486837,126.97713,2020-03-24,서울특별시 동작구 사당동 161-33,서울특별시 동작구 사당로29다길 56
231,서울특별시동작구청,서울특별시 동작구 사당로23길 181 (사당3동 175-25 고은약국앞),,생활방범,3,,,,,02-820-2906,37.490157,126.970926,2020-03-24,서울특별시 동작구 사당동 173-23,서울특별시 동작구 사당로23길 177
232,서울특별시동작구청,서울특별시 동작구 사당로27길 247 (사당3동 178-1 성락빌라 앞),,생활방범,3,,,,,02-820-2906,37.492615,126.969257,2020-03-24,서울특별시 동작구 사당동 178-1,서울특별시 동작구 사당로27길 247
233,서울특별시동작구청,서울특별시 동작구 사당로13길 8 (사당3동 252-10),,생활방범,3,,,,,02-820-2906,37.484446,126.972755,2020-03-24,서울특별시 동작구 사당동 252-4,서울특별시 동작구 사당로13길 8
234,서울특별시동작구청,서울특별시 동작구 사당로20나길 114 (사당4동 304-4)(한전주),,생활방범,1,,,,,02-820-2906,37.478817,126.971481,2020-03-24,서울특별시 동작구 사당동 304-17,서울특별시 동작구 남부순환로257길 41
235,서울특별시동작구청,서울특별시 동작구 사당로16가길 12 (사당4동 265-57)(한전주),,생활방범,3,,,,,02-820-2906,37.482977,126.972734,2020-03-24,서울특별시 동작구 사당동 268-5,서울특별시 동작구 사당로16가길 11
236,서울특별시동작구청,서울특별시 동작구 사당로16바길 16 (사당4동 296-32),,생활방범,1,,,,,02-820-2906,37.481357,126.971607,2020-03-24,서울특별시 동작구 사당동 708-529,서울특별시 동작구 사당로16바길 16
